The Commonwealth of Massachusetts,,,,,,,,,,,,,,,,,,,
Executive Office of Health and Human Services,,,,,,,,,,,,,,,,,,,
Department of Public Health,,,,,,,,,,,,,,,,,,,
Division of Health Care Facility Licensure and Certification,,,,,,,,,,,,,,,,,,,
"67 Forest Street, Marlborough, MA 01752",,,,,,,,,,,,,,,,,,,
617-753-8000,,,,,,,,,,,,,,,,,,,
"November 14, 2023",,,,,,,,,,,,,,,,,,,
Massachusetts Licensed Clinics and Services Provided,,,,,,,,,,,,,,,,,,,
"^Facility licensed under a parent facility, call DPH at 617-753-8000 for more information on services provided",,,,,,,,,,,,,,,,,,,
~This clinic is in a non-licensed category and additional information is not provided by DPH.,,,,,,,,,,,,,,,,,,,
* Further information on the services provided by these facilities is forthcoming and will be updated regularly.,,,,,Services Provided,,,,,,,,,,,,,,
Clinic Name,Street,City/Town,Zip Code,Telephone,Lithotripsy,Physical Rehab,Surgical,Alcohol/      Substance Use Disorder,Mental Health,Dental ,Medical,Mobile Medical,Pharmacy,Birth Ctr,Mobile Medical MRI,Mobile Medical Lithotripsy,Radiation,Radiology (MRI),Limited Service
SPECTRUM HEALTH SYSTEMS INC,200 E. MAIN STREET,MILFORD,01757,(508)643-1873,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
SPECTRUM HEALTH SYSTEMS INC,210 BEAR HILL ROAD,WALTHAM,02451,(781)290-4970,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
SPECTRUM HEALTH SYSTEMS INC,585 LINCOLN STREET,WORCESTER,01609,(508)854-3320,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
SPECTRUM HEALTH SYSTEMS INC,68 FRANKLIN STREET,FRAMINGHAM,01701,(508)875-5801,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
SPECTRUM HEALTH SYSTEMS INC^,1274 CURRAN HIGHWAY,NORTH ADAMS,01247,(413)664-9024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPECTRUM HEALTH SYSTEMS INC^,184 BROADWAY,SAUGUS,01906,(781)233-1782,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPECTRUM HEALTH SYSTEMS INC^,390 MERRILL ROAD,PITTSFIELD,01201,(413)442-0402,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPECTRUM HEALTH SYSTEMS INC^,40 SPRUCE STREET,LEOMINSTER,01453,(978)466-3820,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SPRINGFIELD DEPT OF HHS ADLSCNT HC,11 WILBRAHAM ROAD,SPRINGFIELD,01109,(413)787-6740,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
SQUARE MEDICAL GROUP,124 WATERTOWN STREET STES 2-CDGH,WATERTOWN,02472,(617)916-5069,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
SQUARE MEDICAL GROUP - WOBURN,"800 W CUMMINGS PK, STE 1800",WOBURN,01801,(617)916-5069,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
SSTAR INTEGRATED HEALTH SERVICES CENTER,75 WEAVER STREET,FALL RIVER,02720,(508)679-5222,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
SSTAR MOBILE HEALTH TEAM^,386 STANLEY STREET,FALL RIVER,02720,(508)324-3500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SSTAR SOUTH END SERVICES,1010 SOUTH MAIN STREET,FALL RIVER,02724,(508)675-1054,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
ST ANN'S HOME MENTAL HEALTH CLINIC,100A HAVERHILL STREET,METHUEN,01844,(978)682-5276,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
STANLEY ST TREATMENT & RESOURCES HC,386-400 STANLEY STREET,FALL RIVER,02720,(508)679-5222,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
STEPPINGSTONE OUTPATIENT CLINIC,279 NORTH MAIN STREET,FALL RIVER,02720,(508)674-2788,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
STEPPINGSTONE OUTPATIENT CLINIC,5 DOVER STREET SUITE 201,NEW BEDFORD,02740,(508)674-2788,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
STEWARD PET IMAGING LLC,800 WASHINGTON STREET,NORWOOD,02062,(781)278-6003,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
STONEY BROOK COUNSELING CENTER,"2 COURTHSE LANE BLDG A UNIT 1,3,5&7",CHELMSFORD,01824,(978)671-5490,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
STRATTUS...TILL'S MENTAL HEALTH CLINIC,20 EASTBROOK ROAD,DEDHAM,02026,(781)329-9365,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
SUITE SIX MED SPA,"311 SUMMER ST, 1ST FL",BOSTON,02210,(978)361-5366,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
SULLIVAN MIDDLE SCHOOL HLTH CTR SAT,140 APRICOT STREET,WORCESTER,01610,(413)799-3350,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
SUMMIT WELLNESS CLINIC,"59 WILLIAM STREET, 1ST FL",WORCESTER,01609,(774)701-0670,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
SUNDANCE REHAB AG OF MASS-HOLYOKE,110 CHERRY STREET GROUND FLOOR,HOLYOKE,01040,(413)538-4184,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
SUNDANCE REHABILITATION AGENCY INC,50 WEST MAIN STREET 1ST FL,HOPKINTON,01748,(508)435-0120,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
SUNRISE BEHAVIORAL HEALTH CLINIC,"255 PARK AVENUE,SUITE 500",WORCESTER,01609,(508)335-9908,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
SVHC URGENT CARE POWERED BY CLEARCHOICEMD,856 STATE ROAD,NORTH ADAMS,01247,(413)727-8288,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
SYLVAIN COUNSELING SERVICES^,"388 PLEASANT STREET, SUITE 203",MALDEN,02148,(617)238-1360,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TAPESTRY HEALTH GREENFIELD^,"278 MAIN STREET, SUITE 306A",GREENFIELD,01301,(413)733-6639,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TAPESTRY HEALTH PITTSFIELD,100 WENDELL AVENUE,PITTSFIELD,01201,(413)443-2844,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
TAPESTRY HEALTH SPRINGFIELD,1985 MAIN STREET,SPRINGFIELD,01103,(413)737-6639,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
TAPESTRY HOLYOKE,306 RACE STREET,HOLYOKE,01040,(413)536-8777,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
TAPESTRY MOBILE MEDICAL VAN^,1985 MAIN STREET,SPRINGFIELD,01103,(413)733-6639,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TAPESTRY NORTHAMPTON,76 CARLON DRIVE,NORTHAMPTON,01060,(413)586-2539,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
TCFWC-CHILD & FAMILY WELLNESS  (THE,"695 TRUMAN PARKWAY, SUITE 202",HYDE PARK,02136,(888)763-7272,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
TEEN HLTH CTR (THE)@SALEM HIGH SCHL,"77 WILLSON ST., 1ST FLOOR, G219",SALEM,01970,(978)740-1220,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
THE BAKER CENTER FOR CHILDREN & FAMILIES,"746 SOUTH STREET, 2ND FLOOR",WALTHAM,02453,(617)895-8754,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
THE COLEMAN INSTITUTE OF AMERICA LLC,"30 WASHINGTON STREET, STE 300",WELLESLEY HILLS,02481,(214)379-3300,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No
THE COUNSELING CENTER AT MOC,"49 NURSERY LANE, STE 201",FITCHBURG,01420,(978)785-5343,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
"THE FAMILY WELLNESS CENTER, INC.","220 FORBES ROAD, SUITE 3300",BRAINTREE,02184,(781)519-6517,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
TJOCELYNE COUNSELING & CONSULTING L,"425 PLEASANT STREET, FIRST FLOOR",BROCKTON,02301,(508)580-0364,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
TRAUMA AND FAMILY INTEGRATION,"73 PRINCETON STREET, SUITE 307",CHELMSFORD,01863,(978)398-4517,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
TRAUMA TO WELLNESS,"37 BELMONT STREET, SECOND FLOOR",BROCKTON,02301,(781)267-5475,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
TRINITY CARE ASSOCIATES,"100 MERRIMACK STREET, SUITE 201",LOWELL,01852,(774)420-1054,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
TUFTS DENTAL @ HOGAN REGIONAL CTR,"450 MAPLE ST, BOX A",HATHORNE,01937,(978)423-4600,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
TUFTS DENTAL @ MASS HOSPITAL SCHOOL,3 RANDOLPH ST BRADFORD BLDG 2ND FL,CANTON,02021,(781)423-4600,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
TUFTS DENTAL @ WRENTHAM DEVLPMNTL,1 CURTIS AVE THE MAY CTR-SOUTH 2,WRENTHAM,02093,(508)423-4600,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
TUFTS DENTAL FAC @ WORCESTER,150 GODDARD MEMORIAL DR STE2 1ST FL,WORCESTER,01610,(508)423-4600,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
TUFTS DENTAL FCLTY @ W SPRINGFIELD,1275 ELM STREET,WEST SPRINGFIELD,01089,(413)423-4600,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
TUFTS DENTL FAC@ NORTHWOODS MED CTR,2007 BAY STREET,TAUNTON,02780,(508)423-4600,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
TUFTS UNIVERSITY DENTAL CLINIC,1 KNEELAND STREET 11 & 12 FLS,BOSTON,02111,(617)636-6828,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
UMASS MEM HLTH ALLIANCE MRI CENTER,100 HOSPITAL ROAD,LEOMINSTER,01453,(978)466-2725,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
UMASS MEMORIAL MRI&IMAGING CTR PET,275 NICHOLS ROAD 1ST FLOOR,FITCHBURG,01420,(978)343-5631,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No
UMASS MEMORIAL MRI-MARLBOROUGH LLC,157 UNION STREET,MARLBOROUGH,01752,(508)486-5674,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
UNLIMITED BEHAVIORAL HEALTH SVCS,225 QUINCY AVENUE,BROCKTON,02302,(508)223-5224,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
UPHAM'S CORNER HEALTH CENTER,415 COLUMBIA ROAD,DORCHESTER,02125,(617)287-8000,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
UPHAM'S CORNER HEALTH CENTER SAT.,636 COLUMBIA RD(ETHEL W LENOX BLDG),DORCHESTER,02125,(617)825-9839,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
UPHAM'S CORNER HEALTH CENTER-SAT.,500 COLUMBIA RD,DORCHESTER,02125,(617)825-9839,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
VALLEY HUMAN SERVICES,96 SOUTH STREET,WARE,01082,(413)967-6241,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
VILLAGE MEDICAL FOXBORO^,121 MAIN STREET,FOXBOROUGH,02035,(508)683-8890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VILLAGE MEDICAL FRAMINGHAM,624 WAVERLY STREET,FRAMINGHAM,01702,(508)683-8890,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
VILLAGE MEDICAL LOWELL,1161 BRIDGE STREET,LOWELL,01850,(617)925-8200,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
VILLAGE MEDICAL MARLBOROUGH,525-A BOSTON POST ROAD,MARLBOROUGH,01752,(617)928-8200,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
VILLAGE MEDICAL MEDWAY,68 MAIN STREET,MEDWAY,02053,(508)683-8890,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
VILLAGE MEDICAL METHUEN^,"14 JACKSON STREET, SUITE 101",METHUEN,01844,(508)683-8890,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
VILLAGE MEDICAL QUINCY EAST,418 QUINCY AVENUE,QUINCY,02169,(508)683-8890,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
VILLAGE MEDICAL ROCKLAND,75 MARKET STREET,ROCKLAND,02370,(508)683-8890,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
VILLAGE MEDICAL WEYMOUTH,750 WASHINGTON STREET,WEYMOUTH,02188,(508)683-8890,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
VINFEN BEHAVIORAL HEALTH,"40 CHURCH STREET, 1ST & 2ND FL",LOWELL,01852,(978)458-6282,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
VINFEN BEHAVIORAL HEALTH,"439 SOUTH UNION ST, STE 207A&B,404A",LAWRENCE,01840,(978)681-9652,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
VINFEN CAMBRIDGE CLINIC,950 CAMBRIDGE STREET,CAMBRIDGE,02141,(508)862-8061,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
VINFEN CAPE COD AND ISLANDS CLINIC,1019 IYANNOUGH ROAD SUITE 3,HYANNIS,02601,(508)862-8061,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
VINFEN PLYMOUTH CLINIC,91 CARVER ROAD,PLYMOUTH,02360,(978)681-9652,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
VINFEN QUINCY CLINIC,"275 HANCOCK STREET, STE 204",NORTH QUINCY,02171,(978)458-6282,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
VOA BEHAVIORAL HEALTH SERVICES,"1419 HANCOCK STREET, STES 200 & 202",QUINCY,02169,(617)822-4027,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
VOA BEHAVIORAL HEALTH SERVICES,5 POST OFFICE SQUARE,TAUNTON,02780,(508)770-9690,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
WALDEN BEHAVIORAL CARE - WALTHAM,"150 GROSSMAN DRIVE, SUITE 404",BRAINTREE,02184,(781)380-0695,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
WALDEN BEHAVIORAL CARE - WESTBOROUGH^,"112 TURNPIKE ROAD, SUITE 100",WESTBOROUGH,01581,(781)647-6749,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WALDEN BEHAVIORAL CARE-BRAINTREE,"69 HICKORY DRIVE, SUITE 2000",WALTHAM,02451,(781)582-0100,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
WALKER COMMUNITY COUNSELING,1968 CENTRAL AVENUE,NEEDHAM,02492,(781)292-2146,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
WALK-IN MD URGENT CARE,81 MEMORIAL PARKWAY,RANDOLPH,02368,(781)964-2777,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
WAREHAM FAMILY PLANNING,106 MAIN STREET,WAREHAM,02571,(508)295-0383,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
WASHBURN HOUSE,1398 MAIN STREET,WORCESTER,01603,(508)834-8599,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
WAYSIDE BEAVERBROOK RIVER STREET,431 RIVER STREET,WALTHAM,02453,(781)891-0555,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
WAYSIDE CAMPUS,ONE FREDERICK ABBOTT WAY,FRAMINGHAM,01701,(508)879-9800,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
WAYSIDE COMMUNITY COUNSELING CENTER,10 ASYLUM STREET,MILFORD,01757,(508)879-9800,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
WAYSIDE METROWEST COUNSELING CENTER,88 LINCOLN STREET,FRAMINGHAM,01702,(508)879-9800,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
WESTERN MASS MAGNETIC RSNCE SRVS LL,600 FEDERAL ST C/O ALLIANCE IMAGING,ANDOVER,01810,(978)552-2731,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No
WEYMOUTH MRI,420 LIBBEY PARKWAY,WEYMOUTH,02189,(781)331-9880,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
WEYMOUTH PRIMARY CARE & COUNSELING,884 WASHINGTON STREET,WEYMOUTH,02189,(617)916-5069,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
WHITMAN COUNSELING CENTER,288 BEDFORD ST 1ST&2ND FL BSEMT HSE,WHITMAN,02382,(781)580-8710,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
WHITTIER STREET HC AT QUINCY COMMON,278 BLUE HILL AVENUE 1ST FL,BOSTON,02119,(617)989-3221,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
WHITTIER STREET HEALTH CENTER,"1290 TREMONT STREET 1,2,3,4&5 FLS",BOSTON,02120,(617)427-1000,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
WHITTIER STREET HEALTH CENTER (MOBILE VAN)^,1290 TREMONT STREET,BOSTON,02120,(617)989-3221,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WINCHESTER HOSP RADIATION ONCOLGY C,620 WASHINGTON STREET,WINCHESTER,01890,(781)756-8300,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
WINCHESTER HOSPITAL/SHIELDS MRI,200 UNICORN PARK DRIVE SUITE 402,WOBURN,01801,(781)756-6725,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"WINCHESTER HOSPITAL/SHIELDS MRI, LLC^","41 HIGHLAND AVENUE, SUITE G-1",WINCHESTER,01890,(800)258-4674,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WMMRS @RIVERBEND MEDICAL ASSOCIATES^,444 MONTGOMERY STREET,CHICOPEE,01020,(413)594-3111,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WOBURN WELLNESS,53 CUMMINGS PARK DRIVE,WOBURN,01801,(781)484-0195,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
WOMEN & INFANTS BREAST GYN,373 NEW BOSTON ROAD,FALL RIVER,02720,(508)235-3500,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
WORCESTER EAST MIDDLE SCHOOL CLINIC,420 GRAFTON STREET,WORCESTER,01604,(508)860-7700,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
WORCESTER SURGICAL CENTER,300 GROVE STREET,WORCESTER,01605,(508)754-0700,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No
WORTHINGTON HEALTH CTR,58 OLD NORTH ROAD,WORTHINGTON,01098,(413)238-5511,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
YOUR OPTIONS MEDICAL,103 BROADWAY,REVERE,02151,(781)825-0838,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
YOUR OPTIONS MEDICAL MOBILE VAN^,11-15 SANDERSDALE ROAD,SOUTHBRIDGE,01550,(978)939-6654,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
